question,expected_answer,ground_truth_sources,rag_answer,score,reasoning,citation_score,citation_reasoning,contexts,index
when are nitrates contraindicated,"they are contraindicated in the presence of hypertrophic cardiomyopathy or severe aortic stenosis and should not be used within 24 hours of sildenafil, tadalafil, or vardenafil because of possible severe hypotension",01_Stoelting.md,Error: Error getting collection: Collection [97fb1fd9-6023-44cf-a64b-25a7a32ab83d] does not exist.,1,RAG Error: Error getting collection: Collection [97fb1fd9-6023-44cf-a64b-25a7a32ab83d] does not exist.,1,RAG Error: Error getting collection: Collection [97fb1fd9-6023-44cf-a64b-25a7a32ab83d] does not exist.,[],106
what is the mortality rate of patients with STEMI who undergo aggressive reperfusion versus those that don't,with aggressive reperfusion the mortality is 6.5% and without from between 15 - 20%,01_Stoelting.md,Error: Error getting collection: Collection [97fb1fd9-6023-44cf-a64b-25a7a32ab83d] does not exist.,1,RAG Error: Error getting collection: Collection [97fb1fd9-6023-44cf-a64b-25a7a32ab83d] does not exist.,1,RAG Error: Error getting collection: Collection [97fb1fd9-6023-44cf-a64b-25a7a32ab83d] does not exist.,[],107
when should beta (β) blockers be avoided in the setting of an MI,"they should not be given to patients in heart failure, who are in a low cardiac output state, or at risk of cardiomyopathy",01_Stoelting.md,"Error: 1 validation error for Document
page_content
  Input should be a valid string [type=string_type, input_value=None, input_type=NoneType]
    For further information visit https://errors.pydantic.dev/2.12/v/string_type",1,"RAG Error: 1 validation error for Document
page_content
  Input should be a valid string [type=string_type, input_value=None, input_type=NoneType]
    For further information visit https://errors.pydantic.dev/2.12/v/string_type",1,"RAG Error: 1 validation error for Document
page_content
  Input should be a valid string [type=string_type, input_value=None, input_type=NoneType]
    For further information visit https://errors.pydantic.dev/2.12/v/string_type",[],108
what are some common complication that occurs after MI,"acute pericarditis can occur 1 to 4 days after an MI in 10-15% of patients, also Mitral regurgitation, ventricular septal rupture, cardiac dysrhythmias, CHF, cardiogenic shock , acute myocardial rupture, ischemic or hemmorhagic stroke",01_Stoelting.md,Error: Collection [97fb1fd9-6023-44cf-a64b-25a7a32ab83d] does not exist.,1,RAG Error: Collection [97fb1fd9-6023-44cf-a64b-25a7a32ab83d] does not exist.,1,RAG Error: Collection [97fb1fd9-6023-44cf-a64b-25a7a32ab83d] does not exist.,[],109
how long do you need to wait for elective surgery after bare metal stent placement,"at least 6 weeks, 12 weeks preferable",01_Stoelting.md,Error: Collection [97fb1fd9-6023-44cf-a64b-25a7a32ab83d] does not exist.,1,RAG Error: Collection [97fb1fd9-6023-44cf-a64b-25a7a32ab83d] does not exist.,1,RAG Error: Collection [97fb1fd9-6023-44cf-a64b-25a7a32ab83d] does not exist.,[],110
how long should dual antiplatelet therapy be continued after a drug-eluting stent,1 year with drug eluting stents,01_Stoelting.md,Error: Collection [97fb1fd9-6023-44cf-a64b-25a7a32ab83d] does not exist.,1,RAG Error: Collection [97fb1fd9-6023-44cf-a64b-25a7a32ab83d] does not exist.,1,RAG Error: Collection [97fb1fd9-6023-44cf-a64b-25a7a32ab83d] does not exist.,[],111
how long do you need to wait after stopping clopidogrel before performing a neuraxial technique?,7 days,01_Stoelting.md,Error: Collection [97fb1fd9-6023-44cf-a64b-25a7a32ab83d] does not exist.,1,RAG Error: Collection [97fb1fd9-6023-44cf-a64b-25a7a32ab83d] does not exist.,1,RAG Error: Collection [97fb1fd9-6023-44cf-a64b-25a7a32ab83d] does not exist.,[],112
how long do you need to wait to have elective surgery after an MI,You need to wait 30 days,01_Stoelting.md,Error: Error getting collection: Collection [97fb1fd9-6023-44cf-a64b-25a7a32ab83d] does not exist.,1,RAG Error: Error getting collection: Collection [97fb1fd9-6023-44cf-a64b-25a7a32ab83d] does not exist.,1,RAG Error: Error getting collection: Collection [97fb1fd9-6023-44cf-a64b-25a7a32ab83d] does not exist.,[],113
what are the cardiac risk factors in patients undergoing elective major noncardiac surgery,"High risk surgery, ischemic heart disease, congestive heart failure (CHF), cerebrovascular disease, Insulin dependant diabetes, preoperative serum Cr of >2mg/dL",01_Stoelting.md,"Error: 1 validation error for Document
page_content
  Input should be a valid string [type=string_type, input_value=None, input_type=NoneType]
    For further information visit https://errors.pydantic.dev/2.12/v/string_type",1,"RAG Error: 1 validation error for Document
page_content
  Input should be a valid string [type=string_type, input_value=None, input_type=NoneType]
    For further information visit https://errors.pydantic.dev/2.12/v/string_type",1,"RAG Error: 1 validation error for Document
page_content
  Input should be a valid string [type=string_type, input_value=None, input_type=NoneType]
    For further information visit https://errors.pydantic.dev/2.12/v/string_type",[],114
what is the risk of stroke in patients with both mitral stenosis and atrial fibrillation?,7 - 15% per year,02_Stoelting.md,Error: Collection [97fb1fd9-6023-44cf-a64b-25a7a32ab83d] does not exist.,1,RAG Error: Collection [97fb1fd9-6023-44cf-a64b-25a7a32ab83d] does not exist.,1,RAG Error: Collection [97fb1fd9-6023-44cf-a64b-25a7a32ab83d] does not exist.,[],115
what are intraoperative events that have a significant impact on mitral stenosis,"sinus tachycardia or afib with a rapid ventricular repsonse, overtransfusion or head-down positioning, drug-induced decreased SVR, hypoxemia or hypercarbia that may exacerbate pulmonary hypertension or cause right ventricular heart failure",02_Stoelting.md,Error: Collection [97fb1fd9-6023-44cf-a64b-25a7a32ab83d] does not exist.,1,RAG Error: Collection [97fb1fd9-6023-44cf-a64b-25a7a32ab83d] does not exist.,1,RAG Error: Collection [97fb1fd9-6023-44cf-a64b-25a7a32ab83d] does not exist.,[],116
what are anesthetic considerations for patients with mitral regurgitation,"prevent bradycardia, prevent increases in systemic vascular resistance, minimize drug induced myocardial depression, and ",02_Stoelting.md,Error: Collection [97fb1fd9-6023-44cf-a64b-25a7a32ab83d] does not exist.,1,RAG Error: Collection [97fb1fd9-6023-44cf-a64b-25a7a32ab83d] does not exist.,1,RAG Error: Collection [97fb1fd9-6023-44cf-a64b-25a7a32ab83d] does not exist.,[],117
what are anesthetic considerations for patients with aortic stenosis,"maintain normal sinus rhythm, avoid bradycardia or tachycardia, avoid hypotension, optimize intravascular volume",02_Stoelting.md,Error: Collection [97fb1fd9-6023-44cf-a64b-25a7a32ab83d] does not exist.,1,RAG Error: Collection [97fb1fd9-6023-44cf-a64b-25a7a32ab83d] does not exist.,1,RAG Error: Collection [97fb1fd9-6023-44cf-a64b-25a7a32ab83d] does not exist.,[],118
what are anesthetic considerations for patients with aortic regurgitation,"avoid bradycardia, avoid increases in systemic vascular resistance, minimize myocardial depression",02_Stoelting.md,"Error: 1 validation error for Document
page_content
  Input should be a valid string [type=string_type, input_value=None, input_type=NoneType]
    For further information visit https://errors.pydantic.dev/2.12/v/string_type",1,"RAG Error: 1 validation error for Document
page_content
  Input should be a valid string [type=string_type, input_value=None, input_type=NoneType]
    For further information visit https://errors.pydantic.dev/2.12/v/string_type",1,"RAG Error: 1 validation error for Document
page_content
  Input should be a valid string [type=string_type, input_value=None, input_type=NoneType]
    For further information visit https://errors.pydantic.dev/2.12/v/string_type",[],119
is mitral valve prolapse usual a concern?,"no, it's the most common form of valvular heart disease affecting 1-2.5% of the US population. It's usually benign.",02_Stoelting.md,Error: Error getting collection: Collection [97fb1fd9-6023-44cf-a64b-25a7a32ab83d] does not exist.,1,RAG Error: Error getting collection: Collection [97fb1fd9-6023-44cf-a64b-25a7a32ab83d] does not exist.,1,RAG Error: Error getting collection: Collection [97fb1fd9-6023-44cf-a64b-25a7a32ab83d] does not exist.,[],120
what are signs and symptoms of congenital heart disease in children?,"dyspnea, slow physical development, decreased exercise tolerance, heart murmur, clubbing, hypertension, squatting, congestive heart failure",03_Stoelting.md,"Error: 1 validation error for Document
page_content
  Input should be a valid string [type=string_type, input_value=None, input_type=NoneType]
    For further information visit https://errors.pydantic.dev/2.12/v/string_type",1,"RAG Error: 1 validation error for Document
page_content
  Input should be a valid string [type=string_type, input_value=None, input_type=NoneType]
    For further information visit https://errors.pydantic.dev/2.12/v/string_type",1,"RAG Error: 1 validation error for Document
page_content
  Input should be a valid string [type=string_type, input_value=None, input_type=NoneType]
    For further information visit https://errors.pydantic.dev/2.12/v/string_type",[],121
what are cyanotic congential heart defects,"tetrology of fallot, transposition of the great vessels",03_Stoelting.md,Error: Error getting collection: Collection [97fb1fd9-6023-44cf-a64b-25a7a32ab83d] does not exist.,1,RAG Error: Error getting collection: Collection [97fb1fd9-6023-44cf-a64b-25a7a32ab83d] does not exist.,1,RAG Error: Error getting collection: Collection [97fb1fd9-6023-44cf-a64b-25a7a32ab83d] does not exist.,[],122
what is the most common congenital cardiac abnormality?,ventricular septal defect is the most common abnormality in 50% ,03_Stoelting.md,Error: Error getting collection: Collection [97fb1fd9-6023-44cf-a64b-25a7a32ab83d] does not exist.,1,RAG Error: Error getting collection: Collection [97fb1fd9-6023-44cf-a64b-25a7a32ab83d] does not exist.,1,RAG Error: Error getting collection: Collection [97fb1fd9-6023-44cf-a64b-25a7a32ab83d] does not exist.,[],123
"in full-term newborns, how quickly does the ductus arteriosus close",24 to 48 hours,03_Stoelting.md,"Error: 1 validation error for Document
page_content
  Input should be a valid string [type=string_type, input_value=None, input_type=NoneType]
    For further information visit https://errors.pydantic.dev/2.12/v/string_type",1,"RAG Error: 1 validation error for Document
page_content
  Input should be a valid string [type=string_type, input_value=None, input_type=NoneType]
    For further information visit https://errors.pydantic.dev/2.12/v/string_type",1,"RAG Error: 1 validation error for Document
page_content
  Input should be a valid string [type=string_type, input_value=None, input_type=NoneType]
    For further information visit https://errors.pydantic.dev/2.12/v/string_type",[],124
what congenital heart defects result in a right to left intracardiac shunt?,"tetrology of fallot, eisenmenger's syndrome, ebstein's anomaly, tricuspid atresia, patent foramen ovale",03_Stoelting.md,Error: Collection [97fb1fd9-6023-44cf-a64b-25a7a32ab83d] does not exist.,1,RAG Error: Collection [97fb1fd9-6023-44cf-a64b-25a7a32ab83d] does not exist.,1,RAG Error: Collection [97fb1fd9-6023-44cf-a64b-25a7a32ab83d] does not exist.,[],125
what are the defects in tetralogy of fallot?,"large single VSD, aorta that overrides the right and left ventricles, obtruction to right ventricular outflow, right ventricular hypertrophy",03_Stoelting.md,Error: Collection [97fb1fd9-6023-44cf-a64b-25a7a32ab83d] does not exist.,1,RAG Error: Collection [97fb1fd9-6023-44cf-a64b-25a7a32ab83d] does not exist.,1,RAG Error: Collection [97fb1fd9-6023-44cf-a64b-25a7a32ab83d] does not exist.,[],126
what is the treatment of a hypercyanotic attack in tetralogy of fallot?,β-adrenergic antagonists such as esmolol or propranolol,03_Stoelting.md,Error: Collection [97fb1fd9-6023-44cf-a64b-25a7a32ab83d] does not exist.,1,RAG Error: Collection [97fb1fd9-6023-44cf-a64b-25a7a32ab83d] does not exist.,1,RAG Error: Collection [97fb1fd9-6023-44cf-a64b-25a7a32ab83d] does not exist.,[],127
what is the definition of eisenmenger's syndrome,when patients with a left to right intracardiac shunt have a reversal to right to left as a result of increased pulmonary vascular resistance to a level that equals or exceeds the systemic vascular resistance.,03_Stoelting.md,Error: Collection [97fb1fd9-6023-44cf-a64b-25a7a32ab83d] does not exist.,1,RAG Error: Collection [97fb1fd9-6023-44cf-a64b-25a7a32ab83d] does not exist.,1,RAG Error: Collection [97fb1fd9-6023-44cf-a64b-25a7a32ab83d] does not exist.,[],128
what drugs caused drug induced heart rate increases?,"atropine or glycopyrrolate, sympathomimetic drugs, caffeine, nicotine, cocaine or amphetamines",04_Stoelting.md,Error: Collection [97fb1fd9-6023-44cf-a64b-25a7a32ab83d] does not exist.,1,RAG Error: Collection [97fb1fd9-6023-44cf-a64b-25a7a32ab83d] does not exist.,1,RAG Error: Collection [97fb1fd9-6023-44cf-a64b-25a7a32ab83d] does not exist.,[],129
what is the initial treament for SVT,vagal maneuvers like carotid sinus massage or valsalva maneuvers.  IV adenosine can be used,04_Stoelting.md,Error: Collection [97fb1fd9-6023-44cf-a64b-25a7a32ab83d] does not exist.,1,RAG Error: Collection [97fb1fd9-6023-44cf-a64b-25a7a32ab83d] does not exist.,1,RAG Error: Collection [97fb1fd9-6023-44cf-a64b-25a7a32ab83d] does not exist.,[],130
when is multifocal atrial tachycardia seen (MAT),it is commonly seen in patients with acute exacerbation of chronic lung disease,04_Stoelting.md,Error: Error getting collection: Collection [97fb1fd9-6023-44cf-a64b-25a7a32ab83d] does not exist.,1,RAG Error: Error getting collection: Collection [97fb1fd9-6023-44cf-a64b-25a7a32ab83d] does not exist.,1,RAG Error: Error getting collection: Collection [97fb1fd9-6023-44cf-a64b-25a7a32ab83d] does not exist.,[],131
what are the commong intravenous drug therapies for rate control with atrial flutter,"amiodarone, diltiazem, or verapamil",04_Stoelting.md,"Error: 1 validation error for Document
page_content
  Input should be a valid string [type=string_type, input_value=None, input_type=NoneType]
    For further information visit https://errors.pydantic.dev/2.12/v/string_type",1,"RAG Error: 1 validation error for Document
page_content
  Input should be a valid string [type=string_type, input_value=None, input_type=NoneType]
    For further information visit https://errors.pydantic.dev/2.12/v/string_type",1,"RAG Error: 1 validation error for Document
page_content
  Input should be a valid string [type=string_type, input_value=None, input_type=NoneType]
    For further information visit https://errors.pydantic.dev/2.12/v/string_type",[],132
what are the potential causes of frequent PVCs,"acidosis, electrolyte abnormalities, use of prodysrhythmic drugs, and mechanical irritation from cardiac surgery or intracardiac or intrathoracic catheters",04_Stoelting.md,Error: Collection [97fb1fd9-6023-44cf-a64b-25a7a32ab83d] does not exist.,1,RAG Error: Collection [97fb1fd9-6023-44cf-a64b-25a7a32ab83d] does not exist.,1,RAG Error: Collection [97fb1fd9-6023-44cf-a64b-25a7a32ab83d] does not exist.,[],133
what drugs are contraindicated in the treatment of wolff-parkinson-white syndrome?,"drugs that slow AV nodal conduction like adenosine, calcium channel blockers, beta-blockers, lidocaine and digoxin are contraindicated in WPW treatment",04_Stoelting.md,Error: Error getting collection: Collection [97fb1fd9-6023-44cf-a64b-25a7a32ab83d] does not exist.,1,RAG Error: Error getting collection: Collection [97fb1fd9-6023-44cf-a64b-25a7a32ab83d] does not exist.,1,RAG Error: Error getting collection: Collection [97fb1fd9-6023-44cf-a64b-25a7a32ab83d] does not exist.,[],134
what is the definition of hypertension?,when blood pressure measures 140/90 or higher,05_Stoelting.md,Error: Error getting collection: Collection [97fb1fd9-6023-44cf-a64b-25a7a32ab83d] does not exist.,1,RAG Error: Error getting collection: Collection [97fb1fd9-6023-44cf-a64b-25a7a32ab83d] does not exist.,1,RAG Error: Error getting collection: Collection [97fb1fd9-6023-44cf-a64b-25a7a32ab83d] does not exist.,[],135
what percent of hypertensive patients have obstructive sleep apnea?,30 percent,05_Stoelting.md,"Based on the provided context, we can infer that the question is asking for the prevalence of obstructive sleep apnea (OSA) in hypertensive patients. However, the direct answer is not explicitly stated in the provided sources. Nevertheless, we can extract relevant information related to obstructive sleep apnea and hypertension from the provided context. According to [Source: 16_Stoelting.md], systemic hypertension is three to six times more frequent in obese than in lean patients and is seen in approximately 50% to 60% of obese patients. Obesity is a major risk factor for the development of obstructive sleep apnea, and it is estimated that the prevalence of OSA is higher in obese patients. While the direct prevalence of OSA in hypertensive patients is not explicitly stated, we can infer that the relationship between obesity, hypertension, and obstructive sleep apnea is closely linked. As stated in [Source: 16_Stoelting.md], approximately 50% to 60% of obese patients have systemic hypertension, and obesity is a major risk factor for the development of OSA. A study published in Circulation (Poirier et al., 2011) [Source: 16_Stoelting.md] states that bariatric surgery can reduce cardiovascular risk factors, including hypertension, in obese individuals. However, this study does not provide direct information on the prevalence of OSA in hypertensive patients. To estimate the prevalence of OSA in hypertensive patients, we can refer to a study published in Heart (Vasan, 2003) [Source: 16_Stoelting.md], which states that cardiac function is impaired in obese individuals, and that systemic hypertension is a major cause of morbidity and mortality in obese individuals. However, this study does not provide direct information on the prevalence of OSA in hypertensive patients. Based on the provided context, we can conclude that the relationship between obesity, hypertension, and obstructive sleep apnea is closely linked. While the direct prevalence of OSA in hypertensive patients is not explicitly stated, we can infer that the prevalence of OSA is likely higher in hypertensive patients due to the shared risk factors of obesity. Therefore, the answer to the question is: The available context does not provide a direct estimate of the prevalence of obstructive sleep apnea in hypertensive patients. However, we can infer that the prevalence of OSA is likely higher in hypertensive patients due to the shared risk factors of obesity. Please note that this answer is based on the provided context and may not reflect the latest clinical guidelines or research findings. References: Poirier, P., Cornier, M. A., Mazzone, T., et al. (2011). Bariatric surgery and cardiovascular risk factors: A scientific statement from the American Heart Association. Circulation, 123(19), 1683-1701. [Source: 16_Stoelting.md] Vasan, R. S. (2003). Editorial: Cardiac function and obesity. Heart, 89(11), 1127-1129. [Source: 16_Stoelting.md]",2,"The RAG model's answer is partially correct but missing key information. It correctly identifies the relationship between obesity, hypertension, and obstructive sleep apnea but fails to provide a direct estimate of the prevalence of OSA in hypertensive patients, which is the main question. The answer could be improved by providing a more direct and accurate estimate based on available research or clinical guidelines.",2,"The retrieved contexts are mostly relevant to the question, but they lack sufficient information to provide a direct answer. The contexts are mostly from the same source (16_Stoelting.md), which is not the expected source (05_Stoelting.md). There are no clearly irrelevant contexts, but the information provided is not comprehensive enough to answer the question. Important relevant contexts that appear to have been missed are those that directly address the prevalence of obstructive sleep apnea in hypertensive patients.","[{""content"": ""Obstructive sleep apnea (OSA) is de fi ned as cessation of breathing for longer than 10 seconds during sleep. Th ere may be frequent episodes of apnea and hypopnea during sleep. Hypopnea is a reduction in the size or number of breaths compared with normal ventilation and is associated with some degree of arterial desaturation. Apnea occurs when the pharyngeal airways collapse. Pharyngeal patency depends on the action of dilator muscles that prevent upper airway collapse. Th e pharyngeal muscle tone is decreased during sleep, and in many individuals, this reduced tone leads to a signi fi cant narrowing of the upper airway, resulting in turbulent air fl ow and snoring. In susceptible individuals this may progress to severe snoring and, ultimately, to sleep apnea. Sleep fragmentation is the most likely explanation for the daytime somnolence, which is associated with impaired concentration, memory problems, and even motor vehicle accidents in patients with sleep apnea. Airway obstruction may induce physiologic changes that include arterial hypoxemia, arterial hypercarbia, polycythemia, systemic hypertension, pulmonary hypertension, and right ventricular failure. In addition, patients may complain of morning headaches caused by nocturnal carbon dioxide retention and cerebral vasodilation. OSA is diagnosed using polysomnography in a sleep laboratory, where episodes of apnea during sleep can be observed and quanti fi ed Th e severity of OSA is measured by the average number of incidents per hour. More than fi ve incidents per hour is considered sleep apnea syndrome. Th e main predisposing factors for the development of OSA are male gender, middle age, and obesity (BMI > 30 kg/m 2 ). Other factors such as evening alcohol consumption or use of pharmacologic sleep aids can worsen the problem. Treatment of OSA is aimed at applying enough positive airway pressure through a nasal mask to sustain patency of the upper airway during sleep. Patients treated with positive airway"", ""source"": ""16_Stoelting.md"", ""page"": null, ""chunk_id"": ""7669e63c-99db-4ad8-b2c3-81702f9fdcc0""}, {""content"": ""History and physical examination alone are poor at di ff erentiating simple snoring from obstructive sleep apnea. Snoring, as estimated from history, and adenotonsillar size on examination have relatively low positive and negative predictive values in the evaluation of children with sleep-disordered breathing. Polysomnography remains the gold standard for diagnosing obstructive sleep apnea. Breathing parameters that are usually monitored in pediatric patients include airfl ow, respiratory e ff ort, and oxygen saturation via pulse oximetry. End-tidal carbon dioxide concentration, brain electrical potentials (via electroencephalography), chin muscle electrical potentials (vis electromyography), and leg movements may also be monitored.\n\nObstructive sleep apnea is usually de fi ned as cessation of air fl ow with continued respiratory e ff ort for at least two breaths or 10 seconds. Hypopnea is de fi ned as at least 50% reduction in air fl ow with associated respiratory e ff ort for at least two breaths or more than 3% decrease in oxygen saturation. Apnea and apnea-hypopnea indices (number of events divided by number of hours of sleep) are calculated for the entire duration of sleep. Ideally, all children suspected of having sleep apnea should undergo polysomnography, but young age is a limiting factor.\n\nTREATMENT"", ""source"": ""27_Stoelting.md"", ""page"": null, ""chunk_id"": ""c51fc035-81f4-416b-b870-33c912d63fdc""}, {""content"": ""Endocrinopathies Causing Obesity\n\nCertain diseases of the endocrine system may promote the development of obesity. Examples are hypothyroidism and Cushing's disease. It is important to consider the possibility of an endocrine disorder when evaluating obese patients.\n\nCARDIOVASCULAR DISORDERS\n\nCardiovascular disease is a major cause of morbidity and mortality in obese individuals and may manifest as systemic hypertension, coronary artery diseases, and heart failure. In patients with clinically severe obesity, cardiac function is best at rest and exercise is poorly tolerated. Physical activity may cause exertional dyspnea and/or angina pectoris. Any increase in cardiac output is achieved by an increase in heart rate without an increase in stroke volume or ejection fraction. Changing position from sitting to supine is associated with an increase in pulmonary capillary wedge pressure and mean pulmonary artery pressure as well as a decrease in heart rate and systemic vascular resistance. Obese individuals with cardiac dysfunction may choose to sleep sitting up in a chair to avoid symptoms of orthopnea and paroxysmal nocturnal dyspnea. A history of such a sleep pattern should raise concern about the patient's cardiovascular status.\n\nSystemic Hypertension\n\nMild to moderate systemic hypertension is three to six times more frequent in obese than in lean patients and is seen in approximately 50% to 60% of obese patients. The\n\n318\n\nSTOELTING'S ANESTHESIA AND CO-EXISTING DISEASE\n\nFIGURE 16-1 Development of hypertension in obesity. (Adapted from Thakur V, Richards R, Reisin E. Obesity, hypertension, and the heart. Am J Med Sci. 2001;321[4]:242-248.)\n\nHyperinsulinemia\n\nIncreased adrenergic activity\n\nIncreased aldosterone levels\n\nIncreased intravascular volume\n\nIncreased cardiac output\n\nAlteration in Na\n\nand\n\n\u00c6K\n\ndistribution\n\nIncreased absorption\n\nof Na\n\nand salt sensitivity\n\nIncreased blood pressure\n\nIncreased or\n\ninappropriately\n\nnormal total\n\nperipheral\n\nresistance"", ""source"": ""16_Stoelting.md"", ""page"": null, ""chunk_id"": ""ba30f5c2-c6f1-4c73-a8b4-5f7b47cb60d1""}, {""content"": ""Poirier P, Cornier MA, Mazzone T, et al. on behalf of the American Heart Association Obesity Committee of the Council on Nutrition and Physical Activity, and Metabolism. Bariatric surgery and cardiovascular risk factors: a scienti fi c statement from the American Heart Association. Circulation . 2011;123:1683-1701.\n\nVasan RS. Editorial: cardiac function and obesity. Heart . 2003;89:1127-1129.\n\nTABLE 16-1 \u25a0 Medical and surgical conditions associated with obesity\n\nOrgan system Comorbid conditions Respiratory system Obstructive sleep apnea, Obesity hypoventilation syndrome, Restrictive lung disease Cardiovascular system Systemic hypertension, Coronary artery disease, Congestive heart failure, Cerebrovascular disease, stroke, Peripheral vascular disease, Pulmonary hypertension, Hypercoagulable syndromes, Hypercholesterolemia, Hypertriglyceridemia Endocrine system Metabolic syndrome, Diabetes mellitus, Cushing's syndrome, Hypothyroidism Gastrointestinal system Nonalcoholic steatohepatitis, Hiatal hernia, Gallstones, Fatty liver infiltration, Gastroesophageal reflux disease, delayed gastric emptying Musculoskeletal system Osteoarthritis of weight-bearing joints, Back pain, Inguinal hernia, Joint pain Malignancy Pancreatic, Kidney, Breast, Prostate, Cervical, uterine, endometrial Other Kidney failure, Depression, Overall shorter life expectancy\n\nTABLE 16-2 \u25a0 Body mass index (BMI) weight categories\n\nCategory BMI range (kg/m\u00b2) ADULTS Underweight <18.5 Normal 18.5-24.9 Overweight 25-29.9 Obese class I 30-34.9 Obese class II 35-39.9 Obese class III (severe, morbid) \u2265 40 CHILDREN (2-18 YR) Overweight 85th-94th percentile Obese 95th percentile or \u2265 30 Severely obese 99th percentile"", ""source"": ""16_Stoelting.md"", ""page"": null, ""chunk_id"": ""8f2645ee-ace9-4b43-b9a8-6c35a202449c""}]",136
what are common causes of secondary hypertension?,"renovascular disease, hyperaldosteronism, aortic coarctation, pheochromocytoma, cushing's syndrome, pregnancy induced hypertension",05_Stoelting.md,Error: Error getting collection: Missing field: [Missing metadata segment],1,RAG Error: Error getting collection: Missing field: [Missing metadata segment],1,RAG Error: Error getting collection: Missing field: [Missing metadata segment],[],137
what is a hypertensive emergency?,"hypertensive emergency is when hypertensive patients have acute or ongoing end organ damage from hypertension, typically with a blood pressure more than 180/120",05_Stoelting.md,Error: Collection [97fb1fd9-6023-44cf-a64b-25a7a32ab83d] does not exist.,1,RAG Error: Collection [97fb1fd9-6023-44cf-a64b-25a7a32ab83d] does not exist.,1,RAG Error: Collection [97fb1fd9-6023-44cf-a64b-25a7a32ab83d] does not exist.,[],138
what are the clinical classifications of pulmonary hypertension?,"Pulmonary arterial hypertension, pulmonary hypertension owing to left heart failure, owing to lung diseases or hypoxia, chronic thromboembolic pulmonary hypertension, and pulmonary hypertension with unclear multifactorial mechanisms",05_Stoelting.md,Error: Collection [97fb1fd9-6023-44cf-a64b-25a7a32ab83d] does not exist.,1,RAG Error: Collection [97fb1fd9-6023-44cf-a64b-25a7a32ab83d] does not exist.,1,RAG Error: Collection [97fb1fd9-6023-44cf-a64b-25a7a32ab83d] does not exist.,[],139
what is the definition of pulmonary artery hypertension?,mean pulmonary artery pressure of more than 25 mm Hg at rest,05_Stoelting.md,Error: Collection [97fb1fd9-6023-44cf-a64b-25a7a32ab83d] does not exist.,1,RAG Error: Collection [97fb1fd9-6023-44cf-a64b-25a7a32ab83d] does not exist.,1,RAG Error: Collection [97fb1fd9-6023-44cf-a64b-25a7a32ab83d] does not exist.,[],140
what are classic physical exam findings of LV failure?,"tachypnea and moist rales, resting tachycardia, s3 gallop.",06_Stoelting.md,Error: Collection [97fb1fd9-6023-44cf-a64b-25a7a32ab83d] does not exist.,1,RAG Error: Collection [97fb1fd9-6023-44cf-a64b-25a7a32ab83d] does not exist.,1,RAG Error: Collection [97fb1fd9-6023-44cf-a64b-25a7a32ab83d] does not exist.,[],141
